PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,PROMPT,HIGHLIGHTS,UNIMPORTANT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",0,1749555331299,1749555331432,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",1,1749555331543,1749555331633,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",2,1749555331700,1749555331790,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",3,1749555331880,1749555331970,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",4,1749555332083,1749555332174,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",5,1749555332289,1749555332378,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",6,1749555332510,1749555332600,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",7,1749555332713,1749555332803,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",8,1749555332938,1749555333051,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",9,1749555333163,1749555333253,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",10,1749555333368,1749555333456,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",11,1749555333590,1749555333680,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",12,1749555333815,1749555333883,e,69, Never
eee,image-to-prompt,0,eeeeeeeeeeeeee,"[5,7]","",13,1749555334109,1749555334179,e,69, Never
