PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,PROMPT,HIGHLIGHTS,UNIMPORTANT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",0,1749555488865,1749555490235,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",1,1749555489364,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",2,1749555489410,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",3,1749555489441,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",4,1749555489471,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",5,1749555489501,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",6,1749555489532,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",7,1749555489563,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",8,1749555489608,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",9,1749555489639,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",10,1749555489670,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",11,1749555489701,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",12,1749555489731,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",13,1749555489762,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",14,1749555489795,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",15,1749555489826,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",16,1749555489873,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",17,1749555489905,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",18,1749555489935,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",19,1749555489967,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",20,1749555489999,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",21,1749555490030,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",22,1749555490060,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",23,1749555490091,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",24,1749555490142,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",25,1749555490167,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",26,1749555490197,0,f,70, Monthly
y,text-to-prompt,0,ffffffffffffffffffffffffffff,"[7,11]","",27,1749555490228,0,f,70, Monthly
