PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,PROMPT,HIGHLIGHTS,UNIMPORTANT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY
eee,free,1,öööööööööööööööö,"[12,14]","",0,1749555312328,1749555313319,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",1,1749555312841,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",2,1749555312873,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",3,1749555312904,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",4,1749555312935,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",5,1749555312965,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",6,1749555312996,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",7,1749555313029,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",8,1749555313076,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",9,1749555313106,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",10,1749555313137,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",11,1749555313169,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",12,1749555313200,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",13,1749555313232,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",14,1749555313263,0,ö,192, Never
eee,free,1,öööööööööööööööö,"[12,14]","",15,1749555313296,0,ö,192, Never
